id,TARGET
2,0.012017842
5,0.033061527
6,0.008116632
7,0.041166455
9,0.0043529235
11,0.039609235
12,0.018415872
15,0.039609235
16,0.0039108335
17,0.01875649
19,0.01877055
21,0.0043529235
22,0.005302574
24,0.01844077
27,0.0031463562
28,0.29297993
30,0.009508724
33,0.023199929
35,0.018494947
37,0.0012823292
38,0.012339511
40,0.041166455
41,0.13260233
44,0.0074943835
46,0.13195898
47,0.02300412
48,0.13265537
50,0.021741264
52,0.13260233
53,0.041166455
55,0.041166455
57,0.0031925894
58,0.016674967
59,0.041166455
62,0.014287829
63,0.021741264
64,0.005309553
65,0.005309553
67,0.021741264
69,0.0052588913
70,0.01877055
71,0.04326979
72,0.003306526
73,0.0017563031
76,0.006653326
78,0.035906106
79,0.039030842
81,0.0031348001
85,0.01877055
86,0.023199929
89,0.06512278
94,0.020403868
96,0.023199929
97,0.030709522
98,0.005309553
99,0.22425798
100,0.054038767
103,0.041166455
104,0.35720596
108,0.011670201
110,0.004670681
112,0.0040359073
114,0.22425798
116,0.03185781
117,0.04651946
119,0.13873734
120,0.038001828
121,0.005309553
123,0.00512289
124,0.023199929
126,0.0043904264
128,0.005309553
129,0.013793724
133,0.004254411
138,0.0036557086
147,0.039609235
149,0.10884476
158,0.13265537
160,0.01877055
164,0.0043529235
167,0.004107947
168,0.006472658
174,0.17958252
181,0.03821451
185,0.01877055
187,0.021305202
189,0.07298516
190,0.29563567
194,0.33252802
197,0.0018588107
198,0.041166455
201,0.012339511
205,0.034333836
208,0.18006046
211,0.0218958
216,0.041166455
219,0.14942141
223,0.015801245
224,0.041166455
226,0.041166455
229,0.005309553
230,0.0026112103
237,0.0033351916
238,0.041166455
240,0.012133685
243,0.0043529235
245,0.12134338
246,0.041166455
247,0.051092446
248,0.0043085855
249,0.023199929
250,0.22425798
251,0.005740552
255,0.124339074
256,0.0017453182
257,0.016905917
260,0.13260233
261,0.0016999947
263,0.039609235
264,0.041166455
267,0.11756429
268,0.01546261
272,0.011918037
274,0.028426176
275,0.041790586
277,0.22425798
278,0.02301425
280,0.009616479
281,0.024966864
282,0.0029579701
283,0.18411006
284,0.044431545
286,0.041166455
290,0.03385219
291,0.01877055
293,0.041166455
295,0.023490855
297,0.005309553
298,0.041166455
300,0.014827496
304,0.10192561
305,0.056059368
308,0.0048371116
309,0.025043374
310,0.0037828744
312,0.023199929
313,0.041166455
315,0.0138498405
317,0.0038886522
318,0.039609235
321,0.0052825315
323,0.0033648259
325,0.0021876122
326,0.041166455
327,0.010161515
328,0.004299349
329,0.01877055
330,0.0041545667
331,0.007936657
334,0.010515206
335,0.0039318893
336,0.008141326
337,0.033805583
338,0.22425798
339,0.041166455
341,0.072963096
343,0.10129243
346,0.01814017
348,0.01877055
350,0.005404149
351,0.0031635708
352,0.041166455
357,0.004670681
358,0.021741264
360,0.001111941
361,0.041166455
364,0.0015829343
365,0.005899525
366,0.004203082
367,0.0043529235
368,0.012520761
370,0.025043374
372,0.09977166
376,0.005899525
377,0.0056967493
379,0.029583035
380,0.041166455
381,0.00995417
385,0.025043374
386,0.018494947
389,0.01877055
391,0.013793724
392,0.01844077
393,0.025043374
395,0.0045224386
396,0.025043374
397,0.0013176999
398,0.01375951
399,0.07737002
400,0.026143888
401,0.05241515
403,0.048902914
405,0.0043529235
406,0.025043374
409,0.041166455
411,0.0013176999
413,0.004534392
418,0.0011672643
419,0.041166455
422,0.041166455
424,0.20787212
425,0.05697973
427,0.023199929
430,0.0043529235
431,0.041166455
434,0.039609235
435,0.01877055
437,0.041166455
438,0.058490504
439,0.041166455
442,0.021741264
446,0.029276414
450,0.008549818
451,0.041166455
452,0.004203082
454,0.0048371116
455,0.07310877
463,0.041166455
464,0.22808518
465,0.013793724
467,0.041166455
468,0.020838642
470,0.0013572811
472,0.013035942
473,0.041166455
475,0.12568206
476,0.0218958
479,0.041166455
481,0.007983703
483,0.01844077
484,0.116329655
486,0.025043374
487,0.0218958
491,0.01877055
494,0.0218958
495,0.0014285995
497,0.05629107
498,0.002573469
499,0.023199929
503,0.039609235
504,0.0009887443
505,0.04089179
506,0.0037622668
507,0.0064856606
508,0.07579277
509,0.041166455
510,0.029005572
511,0.011618146
512,0.003704742
516,0.0027704663
518,0.013793724
519,0.004265937
520,0.08693907
521,0.018494947
522,0.39816192
524,0.13260233
525,0.015263787
526,0.025043374
528,0.041166455
529,0.02047794
531,0.025649931
532,0.18005636
534,0.012247885
536,0.012761176
539,0.03679985
540,0.014900287
541,0.023199929
542,0.039609235
545,0.006695394
546,0.01877055
552,0.024958424
556,0.005899525
557,0.021741264
559,0.0035457988
562,0.021087632
563,0.0036211489
565,0.022120073
569,0.005275265
570,0.015769871
574,0.0035814461
575,0.07258434
585,0.20746407
589,0.013911455
590,0.03876503
592,0.041166455
593,0.04721787
594,0.0030925295
595,0.041166455
597,0.009565049
601,0.006683686
603,0.0218958
604,0.0056967493
605,0.025043374
607,0.023199929
608,0.0034559073
610,0.041166455
612,0.01424741
613,0.04403367
615,0.0020901363
616,0.11050356
617,0.018494947
619,0.005309553
620,0.041166455
621,0.18462643
624,0.016326806
625,0.00036208867
628,0.01877055
629,0.09159428
630,0.021741264
632,0.014979135
634,0.005309553
637,0.041166455
638,0.009047753
642,0.0056657563
643,0.0018001812
644,0.01554745
646,0.0048371116
655,0.013735555
660,0.041166455
664,0.019819409
665,0.20568033
666,0.025043374
670,0.07579277
671,0.039609235
672,0.034273684
675,0.0056967493
676,0.031107958
677,0.039609235
678,0.0050756526
680,0.029276414
683,0.041166455
684,0.041166455
685,0.01877055
691,0.27172896
693,0.0051895087
696,0.003306526
698,0.016288353
699,0.041166455
700,0.0070449174
703,0.0048686857
704,0.00077600015
705,0.03248923
707,0.041166455
709,0.043423202
711,0.13260233
713,0.041166455
716,0.01844077
719,0.023199929
721,0.01844077
722,0.007546891
723,0.009402542
724,0.0025746857
727,0.0056967493
728,0.041166455
729,0.025043374
733,0.041166455
736,0.0063309493
739,0.039289884
742,0.025225379
743,0.009294206
744,0.054338224
745,0.025225379
747,0.0005879023
749,0.012014679
750,0.0218958
751,0.067325816
752,0.004203082
755,0.005309553
756,0.0013176999
762,0.004670681
763,0.039609235
764,0.004107947
765,0.098296136
766,0.025043374
769,0.14930034
770,0.27129257
773,0.10967487
774,0.013793724
776,0.005899525
777,0.021741264
778,0.00325375
779,0.041166455
780,0.01877055
781,0.0069231866
786,0.1509445
788,0.0034390106
794,0.041166455
796,0.041166455
801,0.016580064
802,0.0049916585
803,0.026764933
804,0.025043374
805,0.0043529235
809,0.005309553
810,0.041166455
817,0.013793724
819,0.12049313
821,0.023199929
824,0.041166455
825,0.019906411
826,0.041166455
830,0.0047869957
831,0.021908047
832,0.018494947
833,0.061808515
837,0.041166455
839,0.005899525
840,0.025960673
841,0.10967487
842,0.0033397167
843,0.0022898319
844,0.061079144
845,0.029276414
848,0.009034933
853,0.03455931
854,0.0043529235
855,0.0218958
856,0.004770776
861,0.0016315085
865,0.039609235
866,0.005899525
867,0.1005333
870,0.032483947
871,0.041166455
872,0.041166455
873,0.041166455
874,0.0041826433
875,0.0005211957
876,0.004107947
879,0.041166455
880,0.023199929
883,0.18411006
884,0.005899525
886,0.029474407
890,0.021741264
892,0.052148465
893,0.013793724
894,0.08439005
895,0.041166455
896,0.0218958
897,0.025043374
899,0.18423437
900,0.0037411565
901,0.0048777154
902,0.039609235
905,0.0009834175
912,0.004774737
914,0.041166455
915,0.015406639
917,0.022902252
918,0.023199929
919,0.041166455
921,0.33055377
922,0.09133783
923,0.009372115
926,0.005309553
929,0.005038642
930,0.01844077
931,0.01844077
937,0.0218958
938,0.103366874
939,0.07288052
941,0.15379634
946,0.004107947
947,0.00045928184
950,0.005309553
951,0.029276414
952,0.041166455
953,0.09161684
954,0.005899525
955,0.041166455
956,0.09159428
957,0.025926722
960,0.0218958
963,0.18005636
966,0.0041499743
969,0.13265537
971,0.15625378
972,0.0218958
975,0.010371485
980,0.005767471
982,0.03405804
983,0.041309275
985,0.004215802
987,0.0027032774
988,0.043733817
991,0.01877055
992,0.0056967493
995,0.14716539
996,0.01844077
998,0.018494947
1001,0.041166455
1002,0.15109448
1004,0.041166455
1005,0.03287332
1010,0.01877055
1011,0.005899525
1012,0.01877055
1013,0.015961278
1014,0.1448111
1015,0.0083793085
1016,0.023199929
1022,0.0043529235
1023,0.025043374
1024,0.025043374
1025,0.041166455
1026,0.041166455
1028,0.0043529235
1029,0.0058974167
1032,0.041166455
1034,0.061816007
1036,0.041166455
1037,0.029253345
1039,0.05768767
1042,0.041166455
1045,0.039609235
1046,0.00905523
1050,0.053238608
1052,0.029005572
1055,0.041166455
1057,0.0040296465
1058,0.066181645
1060,0.01877055
1062,0.025043374
1063,0.039609235
1064,0.041166455
1065,0.074041896
1066,0.00670179
1067,0.05583356
1068,0.0029294116
1070,0.041166455
1072,0.13265537
1077,0.041166455
1078,0.021741264
1079,0.029276414
1081,0.013793724
1082,0.041166455
1093,0.004855703
1094,0.039609235
1102,0.016429434
1103,0.20067894
1106,0.041856654
1107,0.039609235
1112,0.0218958
1113,0.025043374
1114,0.044701543
1116,0.005803503
1118,0.0729366
1120,0.041166455
1121,0.025043374
1128,0.0041488786
1130,0.041166455
1132,0.01844077
1135,0.0051547205
1138,0.122932345
1139,0.005899525
1141,0.041166455
1143,0.041166455
1146,0.050238438
1148,0.041166455
1149,0.027950585
