id,TARGET
2,0.025551335212006886
5,0.016316864196367537
6,0.04005992856363222
7,0.05327072614236159
9,0.03795580338485063
11,0.057305249497923545
12,0.004656384136389572
15,0.04830877671093632
16,0.021976351480471
17,0.005762696833693283
19,0.01956982427200718
21,0.03795580338485063
22,0.008582937875782657
24,0.019555889281494706
27,0.0137160322669733
28,0.023222509545976166
30,0.02455461344067606
33,0.01956982427200718
35,0.023840162942287076
37,0.020244053754875965
38,0.03795580338485063
40,0.05327072614236159
41,0.036970652373989735
44,0.002220478526519169
46,0.03624626607179435
47,0.01307577649502556
48,0.012406478700602035
50,0.01956982427200718
52,0.0439531601182551
53,0.05327072614236159
55,0.05327072614236159
57,0.020914962767021244
58,0.0054816903752019095
59,0.05327072614236159
62,0.025240245728927184
63,0.01956982427200718
64,0.03795580338485063
65,0.03795580338485063
67,0.01956982427200718
69,0.034814407543140156
70,0.01956982427200718
71,0.03407760804198735
72,0.04438076415887918
73,0.002532169417631536
76,0.008045671100611055
78,0.009154296732636567
79,0.013841067998974806
81,0.03494933166604885
85,0.01956982427200718
86,0.01956982427200718
89,0.013113971240328117
94,0.041898045611300935
96,0.01956982427200718
97,0.0079380558394438
98,0.03795580338485063
99,0.015396268077973072
100,0.01812525985920122
103,0.05327072614236159
104,0.02596763128257987
108,0.005489335370963921
110,0.034814407543140156
112,0.05293700575122971
114,0.015396268077973072
116,0.01632039763046327
117,0.004074658620304841
119,0.015031280092315163
120,0.019498422382820225
121,0.03795580338485063
123,0.03595475265218352
124,0.01956982427200718
126,0.03474208802517253
128,0.03795580338485063
129,0.019555889281494706
133,0.028555960815993642
138,0.03798234171973654
147,0.057305249497923545
149,0.038002964009305966
158,0.012406478700602035
160,0.01956982427200718
164,0.03795580338485063
167,0.026171374983764744
168,0.001984896767018622
174,0.013130798979961446
181,0.01652410092372227
185,0.01956982427200718
187,0.03294658126454503
189,0.01388712785014953
190,0.035952010550843114
194,0.006233396125735885
197,0.02264647808907977
198,0.05327072614236159
201,0.03795580338485063
205,0.0036036459935157848
208,0.010803949854994253
211,0.019555889281494706
216,0.05327072614236159
219,0.01682046647669891
223,0.005762696833693283
224,0.05327072614236159
226,0.05327072614236159
229,0.03795580338485063
230,0.03827472370742956
237,0.019224843395229497
238,0.05327072614236159
240,0.023228288141514074
243,0.03795580338485063
245,0.032244873038165436
246,0.05327072614236159
247,0.024850523221599176
248,0.04371994255629612
249,0.01956982427200718
250,0.015396268077973072
251,0.03725593261748474
255,0.01268241401393392
256,0.02892908843829086
257,0.018100916822613763
260,0.0439531601182551
261,0.004587213073163775
263,0.04830877671093632
264,0.05327072614236159
267,0.007739884530425988
268,0.018726882708927098
272,0.06827718706289554
274,0.02061763956308915
275,0.025266807852663054
277,0.015581776206769718
278,0.032926229351130994
280,0.042462823337052646
281,0.013003897494084482
282,0.03352457186786123
283,0.012406478700602035
284,0.06360038517699981
286,0.05327072614236159
290,0.013599961546123423
291,0.01956982427200718
293,0.05327072614236159
295,0.011098862703022924
297,0.03795580338485063
298,0.05327072614236159
300,0.07854736228897452
304,0.009426716005466759
305,0.0067402034464971415
308,0.03795580338485063
309,0.01956982427200718
310,0.00827068946206219
312,0.01956982427200718
313,0.05327072614236159
315,0.006601849965340401
317,0.04755767568497595
318,0.057305249497923545
321,0.03750496961153117
323,0.0392853688953707
325,0.00305246879795436
326,0.05327072614236159
327,0.018787233374107072
328,0.03596051792909682
329,0.01956982427200718
330,0.020080511092544585
331,0.03294658126454503
334,0.008837451096362801
335,0.00294253452663497
336,0.03795580338485063
337,0.04526380615923158
338,0.015396268077973072
339,0.05327072614236159
341,0.04115391496450706
343,0.010182894247206822
346,0.027432362996563302
348,0.01956982427200718
350,0.028554527747574915
351,0.021473417313146413
352,0.05327072614236159
357,0.034814407543140156
358,0.01956982427200718
360,0.017267967714425146
361,0.05327072614236159
364,0.017267967714425146
365,0.03795580338485063
366,0.034814407543140156
367,0.03795580338485063
368,0.0036056438464668306
370,0.01956982427200718
372,0.008039436702721342
376,0.03795580338485063
377,0.034814407543140156
379,0.024984291442091758
380,0.05327072614236159
381,0.04480968447898337
385,0.01956982427200718
386,0.023840162942287076
389,0.01956982427200718
391,0.019555889281494706
392,0.019555889281494706
393,0.01956982427200718
395,0.028218925742556352
396,0.01956982427200718
397,0.032953899561339324
398,0.017153605208465022
399,0.012376894415001078
400,0.06768568009688734
401,0.011095064084184354
403,0.009855236391716024
405,0.03795580338485063
406,0.01956982427200718
409,0.05327072614236159
411,0.032953899561339324
413,0.05920079868802623
418,0.0058073335316428725
419,0.05327072614236159
422,0.05327072614236159
424,0.021129668030747666
425,0.017798681375596613
427,0.01956982427200718
430,0.03795580338485063
431,0.05327072614236159
434,0.04830877671093632
435,0.01956982427200718
437,0.05327072614236159
438,0.0074088471701434944
439,0.05327072614236159
442,0.01956982427200718
446,0.023840162942287076
450,0.012624639290469426
451,0.05327072614236159
452,0.034814407543140156
454,0.03795580338485063
455,0.0067402034464971415
463,0.05327072614236159
464,0.02506880035829709
465,0.019555889281494706
467,0.05327072614236159
468,0.026213816439348787
470,0.032953899561339324
472,0.01817915437735628
473,0.05327072614236159
475,0.007207286740452975
476,0.019555889281494706
479,0.05327072614236159
481,0.012803242747471324
483,0.01956982427200718
484,0.04065873404964482
486,0.01956982427200718
487,0.019555889281494706
491,0.01956982427200718
494,0.019555889281494706
495,0.018015997845404117
497,0.006681369412212531
498,0.016840757054918616
499,0.01956982427200718
503,0.04830877671093632
504,0.006002627443677397
505,0.013344624764304727
506,0.0034237041669086016
507,0.1809874883428937
508,0.05327072614236159
509,0.05327072614236159
510,0.055753494416678394
511,0.15644730908180324
512,0.04902641569846057
516,0.025043220621212607
518,0.019555889281494706
519,0.011176858763093487
520,0.008163023603806253
521,0.023840162942287076
522,0.010532398976440958
524,0.0439531601182551
525,0.015003539408606274
526,0.01956982427200718
528,0.05327072614236159
529,0.029051254243131083
531,0.01920421080516726
532,0.047903684870451664
534,0.013522559542202064
536,0.22071668315177795
539,0.017534177986155676
540,0.012323912042729309
541,0.01956982427200718
542,0.04830877671093632
545,0.028218925742556352
546,0.01956982427200718
552,0.030842994427230867
556,0.03795580338485063
557,0.01956982427200718
559,0.03080037036750784
562,0.14329592811865383
563,0.007576587729973429
565,0.004344254600294561
569,0.02398812610120836
570,0.025836479520461034
574,0.036314908271146404
575,0.018911989937556644
585,0.02894758294720915
589,0.011739107325951337
590,0.033338084118378936
592,0.05327072614236159
593,0.020991228433778684
594,0.003077857915889981
595,0.05327072614236159
597,0.0199029180989355
601,0.023298113327558247
603,0.019555889281494706
604,0.034814407543140156
605,0.01956982427200718
607,0.01956982427200718
608,0.007399776354498818
610,0.05327072614236159
612,0.01632191202753125
613,0.025342983570657306
615,0.04554802881440916
616,0.03801867463673923
617,0.023840162942287076
619,0.03795580338485063
620,0.05327072614236159
621,0.024514737081827755
624,0.018633319660526365
625,0.05785173423443989
628,0.01956982427200718
629,0.041970306062678785
630,0.01956982427200718
632,0.007047614333302679
634,0.03795580338485063
637,0.05327072614236159
638,0.005762696833693283
642,0.03433462100670994
643,0.010089053794679725
644,0.025240245728927184
646,0.03795580338485063
655,0.02544841031758227
660,0.05327072614236159
664,0.011503863227153296
665,0.012397579979634797
666,0.01956982427200718
670,0.05327072614236159
671,0.04830877671093632
672,0.010753106828058164
675,0.034814407543140156
676,0.013780858248311142
677,0.04830877671093632
678,0.008477130021831696
680,0.023840162942287076
683,0.05327072614236159
684,0.05327072614236159
685,0.01956982427200718
691,0.03787160135027068
693,0.028555960815993642
696,0.045318037841795764
698,0.016195521191623825
699,0.05327072614236159
700,0.006647765799875197
703,0.004431228370275872
704,0.011898410140257852
705,0.02865059762308767
707,0.05327072614236159
709,0.025291739226628474
711,0.0439531601182551
713,0.05327072614236159
716,0.01956982427200718
719,0.01956982427200718
721,0.01956982427200718
722,0.0036551106604358727
723,0.011052982279450264
724,0.021976351480471
727,0.034814407543140156
728,0.05327072614236159
729,0.01956982427200718
733,0.05327072614236159
736,0.03202496684632749
739,0.0270488100030274
742,0.057305249497923545
